"well","datetime","condition","wavelength","value","time"
"C...11",2026-04-30 18:19:00,"NI","RFP85",2779,146.2
"D...11",2026-04-30 18:19:00,"Bs+Pp+NI","RFP85",2787,146.2
"E...11",2026-04-30 18:19:00,"Bs+Pp","RFP85",2873,146.2
"F...11",2026-04-30 18:19:00,"Pp+NI","RFP85",2782,146.2
"G...11",2026-04-30 18:19:00,"Pp","RFP85",2748,146.2
"H...11",2026-04-30 18:19:00,"M9","RFP85",2797,146.2
"A...12",2026-04-30 18:19:00,"Bs","RFP85",4316,146.2
"B...12",2026-04-30 18:19:00,"Bs+NI","RFP85",2780,146.2
"C...12",2026-04-30 18:19:00,"NI","RFP85",2722,146.2
"D...12",2026-04-30 18:19:00,"Bs+Pp+NI","RFP85",2779,146.2
"E...12",2026-04-30 18:19:00,"Bs+Pp","RFP85",2804,146.2
"F...12",2026-04-30 18:19:00,"Pp+NI","RFP85",2784,146.2
"G...12",2026-04-30 18:19:00,"Pp","RFP85",2784,146.2
"H...12",2026-04-30 18:19:00,"M9","RFP85",2785,146.2
"A...13",2026-04-30 18:19:00,"Bs","RFP85",4600,146.2
"B...13",2026-04-30 18:19:00,"Bs+NI","RFP85",2791,146.2
"C...13",2026-04-30 18:19:00,"NI","RFP85",2771,146.2
"D...13",2026-04-30 18:19:00,"Bs+Pp+NI","RFP85",2820,146.2
"E...13",2026-04-30 18:19:00,"Bs+Pp","RFP85",2818,146.2
"F...13",2026-04-30 18:19:00,"Pp+NI","RFP85",2861,146.2
"G...13",2026-04-30 18:19:00,"Pp","RFP85",2790,146.2
"H...13",2026-04-30 18:19:00,"M9","RFP85",2859,146.2
"A...2",2026-04-30 18:19:00,"Bs","RFP90",5214,146.2
"B...2",2026-04-30 18:19:00,"Bs+NI","RFP90",3970,146.2
"C...2",2026-04-30 18:19:00,"NI","RFP90",4031,146.2
"D...2",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4029,146.2
"E...2",2026-04-30 18:19:00,"Bs+Pp","RFP90",3991,146.2
"F...2",2026-04-30 18:19:00,"Pp+NI","RFP90",3989,146.2
"G...2",2026-04-30 18:19:00,"Pp","RFP90",3964,146.2
"H...2",2026-04-30 18:19:00,"M9","RFP90",4027,146.2
"A...3",2026-04-30 18:19:00,"Bs","RFP90",6213,146.2
"B...3",2026-04-30 18:19:00,"Bs+NI","RFP90",3995,146.2
"C...3",2026-04-30 18:19:00,"NI","RFP90",3945,146.2
"D...3",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4036,146.2
"E...3",2026-04-30 18:19:00,"Bs+Pp","RFP90",4054,146.2
"F...3",2026-04-30 18:19:00,"Pp+NI","RFP90",3951,146.2
"G...3",2026-04-30 18:19:00,"Pp","RFP90",4059,146.2
"H...3",2026-04-30 18:19:00,"M9","RFP90",4085,146.2
"A...4",2026-04-30 18:19:00,"Bs","RFP90",5345,146.2
"B...4",2026-04-30 18:19:00,"Bs+NI","RFP90",4018,146.2
"C...4",2026-04-30 18:19:00,"NI","RFP90",4062,146.2
"D...4",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4070,146.2
"E...4",2026-04-30 18:19:00,"Bs+Pp","RFP90",4072,146.2
"F...4",2026-04-30 18:19:00,"Pp+NI","RFP90",4045,146.2
"G...4",2026-04-30 18:19:00,"Pp","RFP90",4062,146.2
"H...4",2026-04-30 18:19:00,"M9","RFP90",4090,146.2
"A...5",2026-04-30 18:19:00,"Bs","RFP90",4996,146.2
"B...5",2026-04-30 18:19:00,"Bs+NI","RFP90",4076,146.2
"C...5",2026-04-30 18:19:00,"NI","RFP90",4052,146.2
"D...5",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4125,146.2
"E...5",2026-04-30 18:19:00,"Bs+Pp","RFP90",4062,146.2
"F...5",2026-04-30 18:19:00,"Pp+NI","RFP90",4070,146.2
"G...5",2026-04-30 18:19:00,"Pp","RFP90",4022,146.2
"H...5",2026-04-30 18:19:00,"M9","RFP90",4125,146.2
"A...6",2026-04-30 18:19:00,"Bs","RFP90",5263,146.2
"B...6",2026-04-30 18:19:00,"Bs+NI","RFP90",4035,146.2
"C...6",2026-04-30 18:19:00,"NI","RFP90",4042,146.2
"D...6",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4095,146.2
"E...6",2026-04-30 18:19:00,"Bs+Pp","RFP90",4096,146.2
"F...6",2026-04-30 18:19:00,"Pp+NI","RFP90",4111,146.2
"G...6",2026-04-30 18:19:00,"Pp","RFP90",4037,146.2
"H...6",2026-04-30 18:19:00,"M9","RFP90",4081,146.2
"A...7",2026-04-30 18:19:00,"Bs","RFP90",5788,146.2
"B...7",2026-04-30 18:19:00,"Bs+NI","RFP90",4052,146.2
"C...7",2026-04-30 18:19:00,"NI","RFP90",4059,146.2
"D...7",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4103,146.2
"E...7",2026-04-30 18:19:00,"Bs+Pp","RFP90",4127,146.2
"F...7",2026-04-30 18:19:00,"Pp+NI","RFP90",4118,146.2
"G...7",2026-04-30 18:19:00,"Pp","RFP90",4037,146.2
"H...7",2026-04-30 18:19:00,"M9","RFP90",4088,146.2
"A...8",2026-04-30 18:19:00,"Bs","RFP90",5564,146.2
"B...8",2026-04-30 18:19:00,"Bs+NI","RFP90",4071,146.2
"C...8",2026-04-30 18:19:00,"NI","RFP90",4043,146.2
"D...8",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4096,146.2
"E...8",2026-04-30 18:19:00,"Bs+Pp","RFP90",4070,146.2
"F...8",2026-04-30 18:19:00,"Pp+NI","RFP90",4079,146.2
"G...8",2026-04-30 18:19:00,"Pp","RFP90",4080,146.2
"H...8",2026-04-30 18:19:00,"M9","RFP90",4171,146.2
"A...9",2026-04-30 18:19:00,"Bs","RFP90",5816,146.2
"B...9",2026-04-30 18:19:00,"Bs+NI","RFP90",4077,146.2
"C...9",2026-04-30 18:19:00,"NI","RFP90",4109,146.2
"D...9",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4190,146.2
"E...9",2026-04-30 18:19:00,"Bs+Pp","RFP90",4182,146.2
"F...9",2026-04-30 18:19:00,"Pp+NI","RFP90",4163,146.2
"G...9",2026-04-30 18:19:00,"Pp","RFP90",4098,146.2
"H...9",2026-04-30 18:19:00,"M9","RFP90",4172,146.2
"A...10",2026-04-30 18:19:00,"Bs","RFP90",6237,146.2
"B...10",2026-04-30 18:19:00,"Bs+NI","RFP90",4058,146.2
"C...10",2026-04-30 18:19:00,"NI","RFP90",4003,146.2
"D...10",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4129,146.2
"E...10",2026-04-30 18:19:00,"Bs+Pp","RFP90",4229,146.2
"F...10",2026-04-30 18:19:00,"Pp+NI","RFP90",4159,146.2
"G...10",2026-04-30 18:19:00,"Pp","RFP90",4134,146.2
"H...10",2026-04-30 18:19:00,"M9","RFP90",4163,146.2
"A...11",2026-04-30 18:19:00,"Bs","RFP90",6272,146.2
"B...11",2026-04-30 18:19:00,"Bs+NI","RFP90",4115,146.2
"C...11",2026-04-30 18:19:00,"NI","RFP90",4163,146.2
"D...11",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4184,146.2
"E...11",2026-04-30 18:19:00,"Bs+Pp","RFP90",4272,146.2
"F...11",2026-04-30 18:19:00,"Pp+NI","RFP90",4192,146.2
"G...11",2026-04-30 18:19:00,"Pp","RFP90",4130,146.2
"H...11",2026-04-30 18:19:00,"M9","RFP90",4226,146.2
"A...12",2026-04-30 18:19:00,"Bs","RFP90",6469,146.2
"B...12",2026-04-30 18:19:00,"Bs+NI","RFP90",4228,146.2
"C...12",2026-04-30 18:19:00,"NI","RFP90",4110,146.2
"D...12",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4147,146.2
"E...12",2026-04-30 18:19:00,"Bs+Pp","RFP90",4258,146.2
"F...12",2026-04-30 18:19:00,"Pp+NI","RFP90",4270,146.2
"G...12",2026-04-30 18:19:00,"Pp","RFP90",4142,146.2
"H...12",2026-04-30 18:19:00,"M9","RFP90",4244,146.2
"A...13",2026-04-30 18:19:00,"Bs","RFP90",6898,146.2
"B...13",2026-04-30 18:19:00,"Bs+NI","RFP90",4152,146.2
"C...13",2026-04-30 18:19:00,"NI","RFP90",4150,146.2
"D...13",2026-04-30 18:19:00,"Bs+Pp+NI","RFP90",4262,146.2
"E...13",2026-04-30 18:19:00,"Bs+Pp","RFP90",4264,146.2
"F...13",2026-04-30 18:19:00,"Pp+NI","RFP90",4276,146.2
"G...13",2026-04-30 18:19:00,"Pp","RFP90",4197,146.2
"H...13",2026-04-30 18:19:00,"M9","RFP90",4285,146.2
"A...2",2026-05-02 23:46:00,"Bs","OD600",0.7656,199.65
"B...2",2026-05-02 23:46:00,"Bs+NI","OD600",1.5146,199.65
"C...2",2026-05-02 23:46:00,"NI","OD600",1.4618,199.65
"D...2",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5492,199.65
"E...2",2026-05-02 23:46:00,"Bs+Pp","OD600",1.4487,199.65
"F...2",2026-05-02 23:46:00,"Pp+NI","OD600",1.5582,199.65
"G...2",2026-05-02 23:46:00,"Pp","OD600",1.4646,199.65
"H...2",2026-05-02 23:46:00,"M9","OD600",0.3041,199.65
"A...3",2026-05-02 23:46:00,"Bs","OD600",0.6113,199.65
"B...3",2026-05-02 23:46:00,"Bs+NI","OD600",1.5424,199.65
"C...3",2026-05-02 23:46:00,"NI","OD600",1.5356,199.65
"D...3",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5319,199.65
"E...3",2026-05-02 23:46:00,"Bs+Pp","OD600",1.4875,199.65
"F...3",2026-05-02 23:46:00,"Pp+NI","OD600",1.4345,199.65
"G...3",2026-05-02 23:46:00,"Pp","OD600",1.5368,199.65
"H...3",2026-05-02 23:46:00,"M9","OD600",0.3075,199.65
"A...4",2026-05-02 23:46:00,"Bs","OD600",0.7675,199.65
"B...4",2026-05-02 23:46:00,"Bs+NI","OD600",1.5125,199.65
"C...4",2026-05-02 23:46:00,"NI","OD600",1.441,199.65
"D...4",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.483,199.65
"E...4",2026-05-02 23:46:00,"Bs+Pp","OD600",1.4799,199.65
"F...4",2026-05-02 23:46:00,"Pp+NI","OD600",1.5765,199.65
"G...4",2026-05-02 23:46:00,"Pp","OD600",1.5225,199.65
"H...4",2026-05-02 23:46:00,"M9","OD600",0.3168,199.65
"A...5",2026-05-02 23:46:00,"Bs","OD600",0.7351,199.65
"B...5",2026-05-02 23:46:00,"Bs+NI","OD600",1.4911,199.65
"C...5",2026-05-02 23:46:00,"NI","OD600",1.4402,199.65
"D...5",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.554,199.65
"E...5",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5524,199.65
"F...5",2026-05-02 23:46:00,"Pp+NI","OD600",1.5834,199.65
"G...5",2026-05-02 23:46:00,"Pp","OD600",1.5335,199.65
"H...5",2026-05-02 23:46:00,"M9","OD600",0.3136,199.65
"A...6",2026-05-02 23:46:00,"Bs","OD600",0.7648,199.65
"B...6",2026-05-02 23:46:00,"Bs+NI","OD600",1.4638,199.65
"C...6",2026-05-02 23:46:00,"NI","OD600",1.47,199.65
"D...6",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5262,199.65
"E...6",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5129,199.65
"F...6",2026-05-02 23:46:00,"Pp+NI","OD600",1.4435,199.65
"G...6",2026-05-02 23:46:00,"Pp","OD600",1.5259,199.65
"H...6",2026-05-02 23:46:00,"M9","OD600",0.3192,199.65
"A...7",2026-05-02 23:46:00,"Bs","OD600",0.8121,199.65
"B...7",2026-05-02 23:46:00,"Bs+NI","OD600",1.4524,199.65
"C...7",2026-05-02 23:46:00,"NI","OD600",1.4753,199.65
"D...7",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.4988,199.65
"E...7",2026-05-02 23:46:00,"Bs+Pp","OD600",1.4543,199.65
"F...7",2026-05-02 23:46:00,"Pp+NI","OD600",1.5209,199.65
"G...7",2026-05-02 23:46:00,"Pp","OD600",1.5185,199.65
"H...7",2026-05-02 23:46:00,"M9","OD600",0.321,199.65
"A...8",2026-05-02 23:46:00,"Bs","OD600",0.7258,199.65
"B...8",2026-05-02 23:46:00,"Bs+NI","OD600",1.5161,199.65
"C...8",2026-05-02 23:46:00,"NI","OD600",1.4403,199.65
"D...8",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.4719,199.65
"E...8",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5248,199.65
"F...8",2026-05-02 23:46:00,"Pp+NI","OD600",1.4951,199.65
"G...8",2026-05-02 23:46:00,"Pp","OD600",1.5295,199.65
"H...8",2026-05-02 23:46:00,"M9","OD600",1.6663,199.65
"A...9",2026-05-02 23:46:00,"Bs","OD600",1.5622,199.65
"B...9",2026-05-02 23:46:00,"Bs+NI","OD600",1.4762,199.65
"C...9",2026-05-02 23:46:00,"NI","OD600",1.4812,199.65
"D...9",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5408,199.65
"E...9",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5704,199.65
"F...9",2026-05-02 23:46:00,"Pp+NI","OD600",1.5283,199.65
"G...9",2026-05-02 23:46:00,"Pp","OD600",1.5472,199.65
"H...9",2026-05-02 23:46:00,"M9","OD600",1.6768,199.65
"A...10",2026-05-02 23:46:00,"Bs","OD600",1.5953,199.65
"B...10",2026-05-02 23:46:00,"Bs+NI","OD600",1.52,199.65
"C...10",2026-05-02 23:46:00,"NI","OD600",1.507,199.65
"D...10",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5324,199.65
"E...10",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5727,199.65
"F...10",2026-05-02 23:46:00,"Pp+NI","OD600",1.5555,199.65
"G...10",2026-05-02 23:46:00,"Pp","OD600",1.6017,199.65
"H...10",2026-05-02 23:46:00,"M9","OD600",1.6677,199.65
"A...11",2026-05-02 23:46:00,"Bs","OD600",1.6332,199.65
"B...11",2026-05-02 23:46:00,"Bs+NI","OD600",1.5182,199.65
"C...11",2026-05-02 23:46:00,"NI","OD600",1.5024,199.65
"D...11",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5504,199.65
"E...11",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5732,199.65
"F...11",2026-05-02 23:46:00,"Pp+NI","OD600",1.5487,199.65
"G...11",2026-05-02 23:46:00,"Pp","OD600",1.6431,199.65
"H...11",2026-05-02 23:46:00,"M9","OD600",1.6525,199.65
"A...12",2026-05-02 23:46:00,"Bs","OD600",1.5741,199.65
"B...12",2026-05-02 23:46:00,"Bs+NI","OD600",1.5298,199.65
"C...12",2026-05-02 23:46:00,"NI","OD600",1.4884,199.65
"D...12",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5296,199.65
"E...12",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5806,199.65
"F...12",2026-05-02 23:46:00,"Pp+NI","OD600",1.5282,199.65
"G...12",2026-05-02 23:46:00,"Pp","OD600",1.6094,199.65
"H...12",2026-05-02 23:46:00,"M9","OD600",1.6193,199.65
"A...13",2026-05-02 23:46:00,"Bs","OD600",1.6033,199.65
"B...13",2026-05-02 23:46:00,"Bs+NI","OD600",1.5459,199.65
"C...13",2026-05-02 23:46:00,"NI","OD600",1.44,199.65
"D...13",2026-05-02 23:46:00,"Bs+Pp+NI","OD600",1.5509,199.65
"E...13",2026-05-02 23:46:00,"Bs+Pp","OD600",1.5974,199.65
"F...13",2026-05-02 23:46:00,"Pp+NI","OD600",1.5728,199.65
"G...13",2026-05-02 23:46:00,"Pp","OD600",1.6109,199.65
"H...13",2026-05-02 23:46:00,"M9","OD600",1.6176,199.65
"A...2",2026-05-02 23:46:00,"Bs","GFP70",1752,199.65
"B...2",2026-05-02 23:46:00,"Bs+NI","GFP70",2156,199.65
"C...2",2026-05-02 23:46:00,"NI","GFP70",2018,199.65
"D...2",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",9574,199.65
"E...2",2026-05-02 23:46:00,"Bs+Pp","GFP70",9935,199.65
"F...2",2026-05-02 23:46:00,"Pp+NI","GFP70",10326,199.65
"G...2",2026-05-02 23:46:00,"Pp","GFP70",9951,199.65
"H...2",2026-05-02 23:46:00,"M9","GFP70",1977,199.65
"A...3",2026-05-02 23:46:00,"Bs","GFP70",1677,199.65
"B...3",2026-05-02 23:46:00,"Bs+NI","GFP70",2252,199.65
"C...3",2026-05-02 23:46:00,"NI","GFP70",1960,199.65
"D...3",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10082,199.65
"E...3",2026-05-02 23:46:00,"Bs+Pp","GFP70",10481,199.65
"F...3",2026-05-02 23:46:00,"Pp+NI","GFP70",9680,199.65
"G...3",2026-05-02 23:46:00,"Pp","GFP70",10832,199.65
"H...3",2026-05-02 23:46:00,"M9","GFP70",1972,199.65
"A...4",2026-05-02 23:46:00,"Bs","GFP70",1756,199.65
"B...4",2026-05-02 23:46:00,"Bs+NI","GFP70",1971,199.65
"C...4",2026-05-02 23:46:00,"NI","GFP70",2060,199.65
"D...4",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10681,199.65
"E...4",2026-05-02 23:46:00,"Bs+Pp","GFP70",10452,199.65
"F...4",2026-05-02 23:46:00,"Pp+NI","GFP70",11512,199.65
"G...4",2026-05-02 23:46:00,"Pp","GFP70",10807,199.65
"H...4",2026-05-02 23:46:00,"M9","GFP70",2152,199.65
"A...5",2026-05-02 23:46:00,"Bs","GFP70",1748,199.65
"B...5",2026-05-02 23:46:00,"Bs+NI","GFP70",2060,199.65
"C...5",2026-05-02 23:46:00,"NI","GFP70",2064,199.65
"D...5",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10484,199.65
"E...5",2026-05-02 23:46:00,"Bs+Pp","GFP70",10547,199.65
"F...5",2026-05-02 23:46:00,"Pp+NI","GFP70",11050,199.65
"G...5",2026-05-02 23:46:00,"Pp","GFP70",10980,199.65
"H...5",2026-05-02 23:46:00,"M9","GFP70",1985,199.65
"A...6",2026-05-02 23:46:00,"Bs","GFP70",1722,199.65
"B...6",2026-05-02 23:46:00,"Bs+NI","GFP70",1917,199.65
"C...6",2026-05-02 23:46:00,"NI","GFP70",2038,199.65
"D...6",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",9957,199.65
"E...6",2026-05-02 23:46:00,"Bs+Pp","GFP70",11363,199.65
"F...6",2026-05-02 23:46:00,"Pp+NI","GFP70",9435,199.65
"G...6",2026-05-02 23:46:00,"Pp","GFP70",10783,199.65
"H...6",2026-05-02 23:46:00,"M9","GFP70",1973,199.65
"A...7",2026-05-02 23:46:00,"Bs","GFP70",1714,199.65
"B...7",2026-05-02 23:46:00,"Bs+NI","GFP70",2018,199.65
"C...7",2026-05-02 23:46:00,"NI","GFP70",2031,199.65
"D...7",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",9917,199.65
"E...7",2026-05-02 23:46:00,"Bs+Pp","GFP70",10210,199.65
"F...7",2026-05-02 23:46:00,"Pp+NI","GFP70",10538,199.65
"G...7",2026-05-02 23:46:00,"Pp","GFP70",10742,199.65
"H...7",2026-05-02 23:46:00,"M9","GFP70",1984,199.65
"A...8",2026-05-02 23:46:00,"Bs","GFP70",1711,199.65
"B...8",2026-05-02 23:46:00,"Bs+NI","GFP70",2030,199.65
"C...8",2026-05-02 23:46:00,"NI","GFP70",2047,199.65
"D...8",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10232,199.65
"E...8",2026-05-02 23:46:00,"Bs+Pp","GFP70",13033,199.65
"F...8",2026-05-02 23:46:00,"Pp+NI","GFP70",10312,199.65
"G...8",2026-05-02 23:46:00,"Pp","GFP70",10879,199.65
"H...8",2026-05-02 23:46:00,"M9","GFP70",13042,199.65
"A...9",2026-05-02 23:46:00,"Bs","GFP70",1952,199.65
"B...9",2026-05-02 23:46:00,"Bs+NI","GFP70",2017,199.65
"C...9",2026-05-02 23:46:00,"NI","GFP70",2128,199.65
"D...9",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10539,199.65
"E...9",2026-05-02 23:46:00,"Bs+Pp","GFP70",13165,199.65
"F...9",2026-05-02 23:46:00,"Pp+NI","GFP70",10288,199.65
"G...9",2026-05-02 23:46:00,"Pp","GFP70",12896,199.65
"H...9",2026-05-02 23:46:00,"M9","GFP70",13248,199.65
"A...10",2026-05-02 23:46:00,"Bs","GFP70",1943,199.65
"B...10",2026-05-02 23:46:00,"Bs+NI","GFP70",2007,199.65
"C...10",2026-05-02 23:46:00,"NI","GFP70",2017,199.65
"D...10",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10579,199.65
"E...10",2026-05-02 23:46:00,"Bs+Pp","GFP70",12835,199.65
"F...10",2026-05-02 23:46:00,"Pp+NI","GFP70",9405,199.65
"G...10",2026-05-02 23:46:00,"Pp","GFP70",13732,199.65
"H...10",2026-05-02 23:46:00,"M9","GFP70",11792,199.65
"A...11",2026-05-02 23:46:00,"Bs","GFP70",1916,199.65
"B...11",2026-05-02 23:46:00,"Bs+NI","GFP70",2115,199.65
"C...11",2026-05-02 23:46:00,"NI","GFP70",2107,199.65
"D...11",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10560,199.65
"E...11",2026-05-02 23:46:00,"Bs+Pp","GFP70",13121,199.65
"F...11",2026-05-02 23:46:00,"Pp+NI","GFP70",11028,199.65
"G...11",2026-05-02 23:46:00,"Pp","GFP70",13756,199.65
"H...11",2026-05-02 23:46:00,"M9","GFP70",14595,199.65
"A...12",2026-05-02 23:46:00,"Bs","GFP70",1953,199.65
"B...12",2026-05-02 23:46:00,"Bs+NI","GFP70",2188,199.65
"C...12",2026-05-02 23:46:00,"NI","GFP70",1971,199.65
"D...12",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10883,199.65
"E...12",2026-05-02 23:46:00,"Bs+Pp","GFP70",13623,199.65
"F...12",2026-05-02 23:46:00,"Pp+NI","GFP70",11544,199.65
"G...12",2026-05-02 23:46:00,"Pp","GFP70",13168,199.65
"H...12",2026-05-02 23:46:00,"M9","GFP70",13710,199.65
"A...13",2026-05-02 23:46:00,"Bs","GFP70",1999,199.65
"B...13",2026-05-02 23:46:00,"Bs+NI","GFP70",2206,199.65
"C...13",2026-05-02 23:46:00,"NI","GFP70",2255,199.65
"D...13",2026-05-02 23:46:00,"Bs+Pp+NI","GFP70",10124,199.65
"E...13",2026-05-02 23:46:00,"Bs+Pp","GFP70",13278,199.65
"F...13",2026-05-02 23:46:00,"Pp+NI","GFP70",12206,199.65
"G...13",2026-05-02 23:46:00,"Pp","GFP70",12545,199.65
"H...13",2026-05-02 23:46:00,"M9","GFP70",14852,199.65
"A...2",2026-05-02 23:46:00,"Bs","RFP85",6497,199.65
"B...2",2026-05-02 23:46:00,"Bs+NI","RFP85",2602,199.65
"C...2",2026-05-02 23:46:00,"NI","RFP85",3022,199.65
"D...2",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3207,199.65
"E...2",2026-05-02 23:46:00,"Bs+Pp","RFP85",3088,199.65
"F...2",2026-05-02 23:46:00,"Pp+NI","RFP85",3296,199.65
"G...2",2026-05-02 23:46:00,"Pp","RFP85",2987,199.65
"H...2",2026-05-02 23:46:00,"M9","RFP85",2980,199.65
"A...3",2026-05-02 23:46:00,"Bs","RFP85",8213,199.65
"B...3",2026-05-02 23:46:00,"Bs+NI","RFP85",2587,199.65
"C...3",2026-05-02 23:46:00,"NI","RFP85",2644,199.65
"D...3",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3274,199.65
"E...3",2026-05-02 23:46:00,"Bs+Pp","RFP85",3135,199.65
"F...3",2026-05-02 23:46:00,"Pp+NI","RFP85",3203,199.65
"G...3",2026-05-02 23:46:00,"Pp","RFP85",3104,199.65
"H...3",2026-05-02 23:46:00,"M9","RFP85",2968,199.65
"A...4",2026-05-02 23:46:00,"Bs","RFP85",6563,199.65
"B...4",2026-05-02 23:46:00,"Bs+NI","RFP85",2978,199.65
"C...4",2026-05-02 23:46:00,"NI","RFP85",3117,199.65
"D...4",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3336,199.65
"E...4",2026-05-02 23:46:00,"Bs+Pp","RFP85",3121,199.65
"F...4",2026-05-02 23:46:00,"Pp+NI","RFP85",3397,199.65
"G...4",2026-05-02 23:46:00,"Pp","RFP85",3077,199.65
"H...4",2026-05-02 23:46:00,"M9","RFP85",2991,199.65
"A...5",2026-05-02 23:46:00,"Bs","RFP85",6317,199.65
"B...5",2026-05-02 23:46:00,"Bs+NI","RFP85",3103,199.65
"C...5",2026-05-02 23:46:00,"NI","RFP85",3116,199.65
"D...5",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3342,199.65
"E...5",2026-05-02 23:46:00,"Bs+Pp","RFP85",3158,199.65
"F...5",2026-05-02 23:46:00,"Pp+NI","RFP85",3312,199.65
"G...5",2026-05-02 23:46:00,"Pp","RFP85",3098,199.65
"H...5",2026-05-02 23:46:00,"M9","RFP85",3024,199.65
"A...6",2026-05-02 23:46:00,"Bs","RFP85",6662,199.65
"B...6",2026-05-02 23:46:00,"Bs+NI","RFP85",2887,199.65
"C...6",2026-05-02 23:46:00,"NI","RFP85",3085,199.65
"D...6",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3298,199.65
"E...6",2026-05-02 23:46:00,"Bs+Pp","RFP85",3186,199.65
"F...6",2026-05-02 23:46:00,"Pp+NI","RFP85",3301,199.65
"G...6",2026-05-02 23:46:00,"Pp","RFP85",3078,199.65
"H...6",2026-05-02 23:46:00,"M9","RFP85",3013,199.65
"A...7",2026-05-02 23:46:00,"Bs","RFP85",6327,199.65
"B...7",2026-05-02 23:46:00,"Bs+NI","RFP85",3024,199.65
"C...7",2026-05-02 23:46:00,"NI","RFP85",3043,199.65
"D...7",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3379,199.65
"E...7",2026-05-02 23:46:00,"Bs+Pp","RFP85",3252,199.65
"F...7",2026-05-02 23:46:00,"Pp+NI","RFP85",3328,199.65
"G...7",2026-05-02 23:46:00,"Pp","RFP85",3097,199.65
"H...7",2026-05-02 23:46:00,"M9","RFP85",3011,199.65
"A...8",2026-05-02 23:46:00,"Bs","RFP85",6067,199.65
"B...8",2026-05-02 23:46:00,"Bs+NI","RFP85",3048,199.65
"C...8",2026-05-02 23:46:00,"NI","RFP85",3045,199.65
"D...8",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3398,199.65
"E...8",2026-05-02 23:46:00,"Bs+Pp","RFP85",3592,199.65
"F...8",2026-05-02 23:46:00,"Pp+NI","RFP85",3326,199.65
"G...8",2026-05-02 23:46:00,"Pp","RFP85",3133,199.65
"H...8",2026-05-02 23:46:00,"M9","RFP85",3329,199.65
"A...9",2026-05-02 23:46:00,"Bs","RFP85",2769,199.65
"B...9",2026-05-02 23:46:00,"Bs+NI","RFP85",2725,199.65
"C...9",2026-05-02 23:46:00,"NI","RFP85",3138,199.65
"D...9",2026-05-02 23:46:00,"Bs+Pp+NI","RFP85",3398,199.65
"E...9",2026-05-02 23:46:00,"Bs+Pp","RFP85",3555,199.65
"F...9",2026-05-02 23:46:00,"Pp+NI","RFP85",3375,199.65
"G...9",2026-05-02 23:46:00,"Pp","RFP85",3516,199.65
"H...9",2026-05-02 23:46:00,"M9","RFP85",3558,199.65
"A...10",2026-05-02 23:46:00,"Bs","RFP85",2931,199.65
"B...10",2026-05-02 23:46:00,"Bs+NI","RFP85",2751,199.65
