"well","datetime","condition","wavelength","value","time"
"F...9",2026-04-28 15:32:00,"Pp+NI","OD600",1.4938,95.4166666666667
"G...9",2026-04-28 15:32:00,"Pp","OD600",1.4612,95.4166666666667
"H...9",2026-04-28 15:32:00,"M9","OD600",0.2448,95.4166666666667
"A...10",2026-04-28 15:32:00,"Bs","OD600",0.5821,95.4166666666667
"B...10",2026-04-28 15:32:00,"Bs+NI","OD600",1.5023,95.4166666666667
"C...10",2026-04-28 15:32:00,"NI","OD600",1.3594,95.4166666666667
"D...10",2026-04-28 15:32:00,"Bs+Pp+NI","OD600",1.4821,95.4166666666667
"E...10",2026-04-28 15:32:00,"Bs+Pp","OD600",1.4392,95.4166666666667
"F...10",2026-04-28 15:32:00,"Pp+NI","OD600",1.5312,95.4166666666667
"G...10",2026-04-28 15:32:00,"Pp","OD600",1.4694,95.4166666666667
"H...10",2026-04-28 15:32:00,"M9","OD600",0.2424,95.4166666666667
"A...11",2026-04-28 15:32:00,"Bs","OD600",0.5372,95.4166666666667
"B...11",2026-04-28 15:32:00,"Bs+NI","OD600",1.476,95.4166666666667
"C...11",2026-04-28 15:32:00,"NI","OD600",1.3992,95.4166666666667
"D...11",2026-04-28 15:32:00,"Bs+Pp+NI","OD600",1.5157,95.4166666666667
"E...11",2026-04-28 15:32:00,"Bs+Pp","OD600",1.4268,95.4166666666667
"F...11",2026-04-28 15:32:00,"Pp+NI","OD600",1.492,95.4166666666667
"G...11",2026-04-28 15:32:00,"Pp","OD600",1.4878,95.4166666666667
"H...11",2026-04-28 15:32:00,"M9","OD600",0.2406,95.4166666666667
"A...12",2026-04-28 15:32:00,"Bs","OD600",0.4324,95.4166666666667
"B...12",2026-04-28 15:32:00,"Bs+NI","OD600",1.4154,95.4166666666667
"C...12",2026-04-28 15:32:00,"NI","OD600",1.3541,95.4166666666667
"D...12",2026-04-28 15:32:00,"Bs+Pp+NI","OD600",1.4831,95.4166666666667
"E...12",2026-04-28 15:32:00,"Bs+Pp","OD600",1.4234,95.4166666666667
"F...12",2026-04-28 15:32:00,"Pp+NI","OD600",1.5326,95.4166666666667
"G...12",2026-04-28 15:32:00,"Pp","OD600",0.2424,95.4166666666667
"H...12",2026-04-28 15:32:00,"M9","OD600",0.2455,95.4166666666667
"A...13",2026-04-28 15:32:00,"Bs","OD600",0.4757,95.4166666666667
"B...13",2026-04-28 15:32:00,"Bs+NI","OD600",1.4358,95.4166666666667
"C...13",2026-04-28 15:32:00,"NI","OD600",1.4789,95.4166666666667
"D...13",2026-04-28 15:32:00,"Bs+Pp+NI","OD600",1.4945,95.4166666666667
"E...13",2026-04-28 15:32:00,"Bs+Pp","OD600",1.431,95.4166666666667
"F...13",2026-04-28 15:32:00,"Pp+NI","OD600",1.5411,95.4166666666667
"G...13",2026-04-28 15:32:00,"Pp","OD600",1.4778,95.4166666666667
"H...13",2026-04-28 15:32:00,"M9","OD600",0.2434,95.4166666666667
"A...2",2026-04-28 15:32:00,"Bs","GFP70",1741,95.4166666666667
"B...2",2026-04-28 15:32:00,"Bs+NI","GFP70",2284,95.4166666666667
"C...2",2026-04-28 15:32:00,"NI","GFP70",2151,95.4166666666667
"D...2",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",8616,95.4166666666667
"E...2",2026-04-28 15:32:00,"Bs+Pp","GFP70",10154,95.4166666666667
"F...2",2026-04-28 15:32:00,"Pp+NI","GFP70",8747,95.4166666666667
"G...2",2026-04-28 15:32:00,"Pp","GFP70",10041,95.4166666666667
"H...2",2026-04-28 15:32:00,"M9","GFP70",2123,95.4166666666667
"A...3",2026-04-28 15:32:00,"Bs","GFP70",1745,95.4166666666667
"B...3",2026-04-28 15:32:00,"Bs+NI","GFP70",2301,95.4166666666667
"C...3",2026-04-28 15:32:00,"NI","GFP70",2331,95.4166666666667
"D...3",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9149,95.4166666666667
"E...3",2026-04-28 15:32:00,"Bs+Pp","GFP70",10466,95.4166666666667
"F...3",2026-04-28 15:32:00,"Pp+NI","GFP70",10223,95.4166666666667
"G...3",2026-04-28 15:32:00,"Pp","GFP70",10413,95.4166666666667
"H...3",2026-04-28 15:32:00,"M9","GFP70",2115,95.4166666666667
"A...4",2026-04-28 15:32:00,"Bs","GFP70",1752,95.4166666666667
"B...4",2026-04-28 15:32:00,"Bs+NI","GFP70",2078,95.4166666666667
"C...4",2026-04-28 15:32:00,"NI","GFP70",2132,95.4166666666667
"D...4",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",10173,95.4166666666667
"E...4",2026-04-28 15:32:00,"Bs+Pp","GFP70",10692,95.4166666666667
"F...4",2026-04-28 15:32:00,"Pp+NI","GFP70",9688,95.4166666666667
"G...4",2026-04-28 15:32:00,"Pp","GFP70",10560,95.4166666666667
"H...4",2026-04-28 15:32:00,"M9","GFP70",2128,95.4166666666667
"A...5",2026-04-28 15:32:00,"Bs","GFP70",1737,95.4166666666667
"B...5",2026-04-28 15:32:00,"Bs+NI","GFP70",2121,95.4166666666667
"C...5",2026-04-28 15:32:00,"NI","GFP70",2187,95.4166666666667
"D...5",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",8708,95.4166666666667
"E...5",2026-04-28 15:32:00,"Bs+Pp","GFP70",9990,95.4166666666667
"F...5",2026-04-28 15:32:00,"Pp+NI","GFP70",9603,95.4166666666667
"G...5",2026-04-28 15:32:00,"Pp","GFP70",10117,95.4166666666667
"H...5",2026-04-28 15:32:00,"M9","GFP70",2108,95.4166666666667
"A...6",2026-04-28 15:32:00,"Bs","GFP70",1729,95.4166666666667
"B...6",2026-04-28 15:32:00,"Bs+NI","GFP70",2022,95.4166666666667
"C...6",2026-04-28 15:32:00,"NI","GFP70",2210,95.4166666666667
"D...6",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9359,95.4166666666667
"E...6",2026-04-28 15:32:00,"Bs+Pp","GFP70",10593,95.4166666666667
"F...6",2026-04-28 15:32:00,"Pp+NI","GFP70",10653,95.4166666666667
"G...6",2026-04-28 15:32:00,"Pp","GFP70",10229,95.4166666666667
"H...6",2026-04-28 15:32:00,"M9","GFP70",2099,95.4166666666667
"A...7",2026-04-28 15:32:00,"Bs","GFP70",1749,95.4166666666667
"B...7",2026-04-28 15:32:00,"Bs+NI","GFP70",2011,95.4166666666667
"C...7",2026-04-28 15:32:00,"NI","GFP70",2085,95.4166666666667
"D...7",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9618,95.4166666666667
"E...7",2026-04-28 15:32:00,"Bs+Pp","GFP70",10495,95.4166666666667
"F...7",2026-04-28 15:32:00,"Pp+NI","GFP70",9712,95.4166666666667
"G...7",2026-04-28 15:32:00,"Pp","GFP70",10476,95.4166666666667
"H...7",2026-04-28 15:32:00,"M9","GFP70",2115,95.4166666666667
"A...8",2026-04-28 15:32:00,"Bs","GFP70",1778,95.4166666666667
"B...8",2026-04-28 15:32:00,"Bs+NI","GFP70",2025,95.4166666666667
"C...8",2026-04-28 15:32:00,"NI","GFP70",2143,95.4166666666667
"D...8",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9828,95.4166666666667
"E...8",2026-04-28 15:32:00,"Bs+Pp","GFP70",10836,95.4166666666667
"F...8",2026-04-28 15:32:00,"Pp+NI","GFP70",10614,95.4166666666667
"G...8",2026-04-28 15:32:00,"Pp","GFP70",10443,95.4166666666667
"H...8",2026-04-28 15:32:00,"M9","GFP70",2105,95.4166666666667
"A...9",2026-04-28 15:32:00,"Bs","GFP70",1756,95.4166666666667
"B...9",2026-04-28 15:32:00,"Bs+NI","GFP70",2028,95.4166666666667
"C...9",2026-04-28 15:32:00,"NI","GFP70",2198,95.4166666666667
"D...9",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",8781,95.4166666666667
"E...9",2026-04-28 15:32:00,"Bs+Pp","GFP70",10614,95.4166666666667
"F...9",2026-04-28 15:32:00,"Pp+NI","GFP70",10597,95.4166666666667
"G...9",2026-04-28 15:32:00,"Pp","GFP70",10427,95.4166666666667
"H...9",2026-04-28 15:32:00,"M9","GFP70",2115,95.4166666666667
"A...10",2026-04-28 15:32:00,"Bs","GFP70",1760,95.4166666666667
"B...10",2026-04-28 15:32:00,"Bs+NI","GFP70",2276,95.4166666666667
"C...10",2026-04-28 15:32:00,"NI","GFP70",2217,95.4166666666667
"D...10",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9666,95.4166666666667
"E...10",2026-04-28 15:32:00,"Bs+Pp","GFP70",10532,95.4166666666667
"F...10",2026-04-28 15:32:00,"Pp+NI","GFP70",9439,95.4166666666667
"G...10",2026-04-28 15:32:00,"Pp","GFP70",10224,95.4166666666667
"H...10",2026-04-28 15:32:00,"M9","GFP70",2084,95.4166666666667
"A...11",2026-04-28 15:32:00,"Bs","GFP70",1746,95.4166666666667
"B...11",2026-04-28 15:32:00,"Bs+NI","GFP70",2355,95.4166666666667
"C...11",2026-04-28 15:32:00,"NI","GFP70",2294,95.4166666666667
"D...11",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9525,95.4166666666667
"E...11",2026-04-28 15:32:00,"Bs+Pp","GFP70",10370,95.4166666666667
"F...11",2026-04-28 15:32:00,"Pp+NI","GFP70",10612,95.4166666666667
"G...11",2026-04-28 15:32:00,"Pp","GFP70",10228,95.4166666666667
"H...11",2026-04-28 15:32:00,"M9","GFP70",2083,95.4166666666667
"A...12",2026-04-28 15:32:00,"Bs","GFP70",1735,95.4166666666667
"B...12",2026-04-28 15:32:00,"Bs+NI","GFP70",2292,95.4166666666667
"C...12",2026-04-28 15:32:00,"NI","GFP70",2157,95.4166666666667
"D...12",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9358,95.4166666666667
"E...12",2026-04-28 15:32:00,"Bs+Pp","GFP70",10738,95.4166666666667
"F...12",2026-04-28 15:32:00,"Pp+NI","GFP70",11285,95.4166666666667
"G...12",2026-04-28 15:32:00,"Pp","GFP70",2092,95.4166666666667
"H...12",2026-04-28 15:32:00,"M9","GFP70",2073,95.4166666666667
"A...13",2026-04-28 15:32:00,"Bs","GFP70",1779,95.4166666666667
"B...13",2026-04-28 15:32:00,"Bs+NI","GFP70",2331,95.4166666666667
"C...13",2026-04-28 15:32:00,"NI","GFP70",2122,95.4166666666667
"D...13",2026-04-28 15:32:00,"Bs+Pp+NI","GFP70",9855,95.4166666666667
"E...13",2026-04-28 15:32:00,"Bs+Pp","GFP70",10734,95.4166666666667
"F...13",2026-04-28 15:32:00,"Pp+NI","GFP70",9446,95.4166666666667
"G...13",2026-04-28 15:32:00,"Pp","GFP70",7739,95.4166666666667
"H...13",2026-04-28 15:32:00,"M9","GFP70",2064,95.4166666666667
"A...2",2026-04-28 15:32:00,"Bs","RFP85",5423,95.4166666666667
"B...2",2026-04-28 15:32:00,"Bs+NI","RFP85",2658,95.4166666666667
"C...2",2026-04-28 15:32:00,"NI","RFP85",3043,95.4166666666667
"D...2",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3188,95.4166666666667
"E...2",2026-04-28 15:32:00,"Bs+Pp","RFP85",3119,95.4166666666667
"F...2",2026-04-28 15:32:00,"Pp+NI","RFP85",3150,95.4166666666667
"G...2",2026-04-28 15:32:00,"Pp","RFP85",3060,95.4166666666667
"H...2",2026-04-28 15:32:00,"M9","RFP85",3043,95.4166666666667
"A...3",2026-04-28 15:32:00,"Bs","RFP85",5762,95.4166666666667
"B...3",2026-04-28 15:32:00,"Bs+NI","RFP85",2668,95.4166666666667
"C...3",2026-04-28 15:32:00,"NI","RFP85",2795,95.4166666666667
"D...3",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3239,95.4166666666667
"E...3",2026-04-28 15:32:00,"Bs+Pp","RFP85",3185,95.4166666666667
"F...3",2026-04-28 15:32:00,"Pp+NI","RFP85",3298,95.4166666666667
"G...3",2026-04-28 15:32:00,"Pp","RFP85",3093,95.4166666666667
"H...3",2026-04-28 15:32:00,"M9","RFP85",3081,95.4166666666667
"A...4",2026-04-28 15:32:00,"Bs","RFP85",5768,95.4166666666667
"B...4",2026-04-28 15:32:00,"Bs+NI","RFP85",2899,95.4166666666667
"C...4",2026-04-28 15:32:00,"NI","RFP85",2992,95.4166666666667
"D...4",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3325,95.4166666666667
"E...4",2026-04-28 15:32:00,"Bs+Pp","RFP85",3186,95.4166666666667
"F...4",2026-04-28 15:32:00,"Pp+NI","RFP85",3252,95.4166666666667
"G...4",2026-04-28 15:32:00,"Pp","RFP85",3094,95.4166666666667
"H...4",2026-04-28 15:32:00,"M9","RFP85",3056,95.4166666666667
"A...5",2026-04-28 15:32:00,"Bs","RFP85",5671,95.4166666666667
"B...5",2026-04-28 15:32:00,"Bs+NI","RFP85",3006,95.4166666666667
"C...5",2026-04-28 15:32:00,"NI","RFP85",3140,95.4166666666667
"D...5",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3192,95.4166666666667
"E...5",2026-04-28 15:32:00,"Bs+Pp","RFP85",3094,95.4166666666667
"F...5",2026-04-28 15:32:00,"Pp+NI","RFP85",3263,95.4166666666667
"G...5",2026-04-28 15:32:00,"Pp","RFP85",3055,95.4166666666667
"H...5",2026-04-28 15:32:00,"M9","RFP85",3026,95.4166666666667
"A...6",2026-04-28 15:32:00,"Bs","RFP85",5450,95.4166666666667
"B...6",2026-04-28 15:32:00,"Bs+NI","RFP85",2748,95.4166666666667
"C...6",2026-04-28 15:32:00,"NI","RFP85",3114,95.4166666666667
"D...6",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3244,95.4166666666667
"E...6",2026-04-28 15:32:00,"Bs+Pp","RFP85",3192,95.4166666666667
"F...6",2026-04-28 15:32:00,"Pp+NI","RFP85",3346,95.4166666666667
"G...6",2026-04-28 15:32:00,"Pp","RFP85",3036,95.4166666666667
"H...6",2026-04-28 15:32:00,"M9","RFP85",3022,95.4166666666667
"A...7",2026-04-28 15:32:00,"Bs","RFP85",5838,95.4166666666667
"B...7",2026-04-28 15:32:00,"Bs+NI","RFP85",2938,95.4166666666667
"C...7",2026-04-28 15:32:00,"NI","RFP85",2918,95.4166666666667
"D...7",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3228,95.4166666666667
"E...7",2026-04-28 15:32:00,"Bs+Pp","RFP85",3163,95.4166666666667
"F...7",2026-04-28 15:32:00,"Pp+NI","RFP85",3237,95.4166666666667
"G...7",2026-04-28 15:32:00,"Pp","RFP85",3107,95.4166666666667
"H...7",2026-04-28 15:32:00,"M9","RFP85",3031,95.4166666666667
"A...8",2026-04-28 15:32:00,"Bs","RFP85",6326,95.4166666666667
"B...8",2026-04-28 15:32:00,"Bs+NI","RFP85",2938,95.4166666666667
"C...8",2026-04-28 15:32:00,"NI","RFP85",3074,95.4166666666667
"D...8",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3310,95.4166666666667
"E...8",2026-04-28 15:32:00,"Bs+Pp","RFP85",3189,95.4166666666667
"F...8",2026-04-28 15:32:00,"Pp+NI","RFP85",3360,95.4166666666667
"G...8",2026-04-28 15:32:00,"Pp","RFP85",3071,95.4166666666667
"H...8",2026-04-28 15:32:00,"M9","RFP85",3061,95.4166666666667
"A...9",2026-04-28 15:32:00,"Bs","RFP85",5894,95.4166666666667
"B...9",2026-04-28 15:32:00,"Bs+NI","RFP85",2786,95.4166666666667
"C...9",2026-04-28 15:32:00,"NI","RFP85",3126,95.4166666666667
"D...9",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3153,95.4166666666667
"E...9",2026-04-28 15:32:00,"Bs+Pp","RFP85",3149,95.4166666666667
"F...9",2026-04-28 15:32:00,"Pp+NI","RFP85",3334,95.4166666666667
"G...9",2026-04-28 15:32:00,"Pp","RFP85",3062,95.4166666666667
"H...9",2026-04-28 15:32:00,"M9","RFP85",3037,95.4166666666667
"A...10",2026-04-28 15:32:00,"Bs","RFP85",5845,95.4166666666667
"B...10",2026-04-28 15:32:00,"Bs+NI","RFP85",2710,95.4166666666667
"C...10",2026-04-28 15:32:00,"NI","RFP85",2470,95.4166666666667
"D...10",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3336,95.4166666666667
"E...10",2026-04-28 15:32:00,"Bs+Pp","RFP85",3148,95.4166666666667
"F...10",2026-04-28 15:32:00,"Pp+NI","RFP85",3226,95.4166666666667
"G...10",2026-04-28 15:32:00,"Pp","RFP85",3047,95.4166666666667
"H...10",2026-04-28 15:32:00,"M9","RFP85",3053,95.4166666666667
"A...11",2026-04-28 15:32:00,"Bs","RFP85",5639,95.4166666666667
"B...11",2026-04-28 15:32:00,"Bs+NI","RFP85",2626,95.4166666666667
"C...11",2026-04-28 15:32:00,"NI","RFP85",3082,95.4166666666667
"D...11",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3313,95.4166666666667
"E...11",2026-04-28 15:32:00,"Bs+Pp","RFP85",3159,95.4166666666667
"F...11",2026-04-28 15:32:00,"Pp+NI","RFP85",3310,95.4166666666667
"G...11",2026-04-28 15:32:00,"Pp","RFP85",3104,95.4166666666667
"H...11",2026-04-28 15:32:00,"M9","RFP85",3082,95.4166666666667
"A...12",2026-04-28 15:32:00,"Bs","RFP85",5844,95.4166666666667
"B...12",2026-04-28 15:32:00,"Bs+NI","RFP85",2821,95.4166666666667
"C...12",2026-04-28 15:32:00,"NI","RFP85",2708,95.4166666666667
"D...12",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3279,95.4166666666667
"E...12",2026-04-28 15:32:00,"Bs+Pp","RFP85",3205,95.4166666666667
"F...12",2026-04-28 15:32:00,"Pp+NI","RFP85",3395,95.4166666666667
"G...12",2026-04-28 15:32:00,"Pp","RFP85",3050,95.4166666666667
"H...12",2026-04-28 15:32:00,"M9","RFP85",3125,95.4166666666667
"A...13",2026-04-28 15:32:00,"Bs","RFP85",6578,95.4166666666667
"B...13",2026-04-28 15:32:00,"Bs+NI","RFP85",2751,95.4166666666667
"C...13",2026-04-28 15:32:00,"NI","RFP85",2855,95.4166666666667
"D...13",2026-04-28 15:32:00,"Bs+Pp+NI","RFP85",3275,95.4166666666667
"E...13",2026-04-28 15:32:00,"Bs+Pp","RFP85",3185,95.4166666666667
"F...13",2026-04-28 15:32:00,"Pp+NI","RFP85",3297,95.4166666666667
"G...13",2026-04-28 15:32:00,"Pp","RFP85",3009,95.4166666666667
"H...13",2026-04-28 15:32:00,"M9","RFP85",3127,95.4166666666667
"A...2",2026-04-28 15:32:00,"Bs","RFP90",8108,95.4166666666667
"B...2",2026-04-28 15:32:00,"Bs+NI","RFP90",3999,95.4166666666667
"C...2",2026-04-28 15:32:00,"NI","RFP90",4590,95.4166666666667
"D...2",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4765,95.4166666666667
"E...2",2026-04-28 15:32:00,"Bs+Pp","RFP90",4663,95.4166666666667
"F...2",2026-04-28 15:32:00,"Pp+NI","RFP90",4761,95.4166666666667
"G...2",2026-04-28 15:32:00,"Pp","RFP90",4564,95.4166666666667
"H...2",2026-04-28 15:32:00,"M9","RFP90",4606,95.4166666666667
"A...3",2026-04-28 15:32:00,"Bs","RFP90",8577,95.4166666666667
"B...3",2026-04-28 15:32:00,"Bs+NI","RFP90",3995,95.4166666666667
"C...3",2026-04-28 15:32:00,"NI","RFP90",4196,95.4166666666667
"D...3",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4807,95.4166666666667
"E...3",2026-04-28 15:32:00,"Bs+Pp","RFP90",4774,95.4166666666667
"F...3",2026-04-28 15:32:00,"Pp+NI","RFP90",4965,95.4166666666667
"G...3",2026-04-28 15:32:00,"Pp","RFP90",4613,95.4166666666667
"H...3",2026-04-28 15:32:00,"M9","RFP90",4599,95.4166666666667
"A...4",2026-04-28 15:32:00,"Bs","RFP90",8644,95.4166666666667
"B...4",2026-04-28 15:32:00,"Bs+NI","RFP90",4318,95.4166666666667
"C...4",2026-04-28 15:32:00,"NI","RFP90",4550,95.4166666666667
"D...4",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",5025,95.4166666666667
"E...4",2026-04-28 15:32:00,"Bs+Pp","RFP90",4755,95.4166666666667
"F...4",2026-04-28 15:32:00,"Pp+NI","RFP90",4920,95.4166666666667
"G...4",2026-04-28 15:32:00,"Pp","RFP90",4646,95.4166666666667
"H...4",2026-04-28 15:32:00,"M9","RFP90",4553,95.4166666666667
"A...5",2026-04-28 15:32:00,"Bs","RFP90",8530,95.4166666666667
"B...5",2026-04-28 15:32:00,"Bs+NI","RFP90",4527,95.4166666666667
"C...5",2026-04-28 15:32:00,"NI","RFP90",4712,95.4166666666667
"D...5",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4738,95.4166666666667
"E...5",2026-04-28 15:32:00,"Bs+Pp","RFP90",4697,95.4166666666667
"F...5",2026-04-28 15:32:00,"Pp+NI","RFP90",4930,95.4166666666667
"G...5",2026-04-28 15:32:00,"Pp","RFP90",4615,95.4166666666667
"H...5",2026-04-28 15:32:00,"M9","RFP90",4541,95.4166666666667
"A...6",2026-04-28 15:32:00,"Bs","RFP90",8177,95.4166666666667
"B...6",2026-04-28 15:32:00,"Bs+NI","RFP90",4122,95.4166666666667
"C...6",2026-04-28 15:32:00,"NI","RFP90",4682,95.4166666666667
"D...6",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4839,95.4166666666667
"E...6",2026-04-28 15:32:00,"Bs+Pp","RFP90",4782,95.4166666666667
"F...6",2026-04-28 15:32:00,"Pp+NI","RFP90",5045,95.4166666666667
"G...6",2026-04-28 15:32:00,"Pp","RFP90",4607,95.4166666666667
"H...6",2026-04-28 15:32:00,"M9","RFP90",4592,95.4166666666667
"A...7",2026-04-28 15:32:00,"Bs","RFP90",8761,95.4166666666667
"B...7",2026-04-28 15:32:00,"Bs+NI","RFP90",4381,95.4166666666667
"C...7",2026-04-28 15:32:00,"NI","RFP90",4382,95.4166666666667
"D...7",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4878,95.4166666666667
"E...7",2026-04-28 15:32:00,"Bs+Pp","RFP90",4806,95.4166666666667
"F...7",2026-04-28 15:32:00,"Pp+NI","RFP90",4957,95.4166666666667
"G...7",2026-04-28 15:32:00,"Pp","RFP90",4613,95.4166666666667
"H...7",2026-04-28 15:32:00,"M9","RFP90",4584,95.4166666666667
"A...8",2026-04-28 15:32:00,"Bs","RFP90",9479,95.4166666666667
"B...8",2026-04-28 15:32:00,"Bs+NI","RFP90",4399,95.4166666666667
"C...8",2026-04-28 15:32:00,"NI","RFP90",4591,95.4166666666667
"D...8",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4952,95.4166666666667
"E...8",2026-04-28 15:32:00,"Bs+Pp","RFP90",4793,95.4166666666667
"F...8",2026-04-28 15:32:00,"Pp+NI","RFP90",5009,95.4166666666667
"G...8",2026-04-28 15:32:00,"Pp","RFP90",4620,95.4166666666667
"H...8",2026-04-28 15:32:00,"M9","RFP90",4596,95.4166666666667
"A...9",2026-04-28 15:32:00,"Bs","RFP90",9084,95.4166666666667
"B...9",2026-04-28 15:32:00,"Bs+NI","RFP90",4163,95.4166666666667
"C...9",2026-04-28 15:32:00,"NI","RFP90",4648,95.4166666666667
"D...9",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4729,95.4166666666667
"E...9",2026-04-28 15:32:00,"Bs+Pp","RFP90",4713,95.4166666666667
"F...9",2026-04-28 15:32:00,"Pp+NI","RFP90",5052,95.4166666666667
"G...9",2026-04-28 15:32:00,"Pp","RFP90",4611,95.4166666666667
"H...9",2026-04-28 15:32:00,"M9","RFP90",4566,95.4166666666667
"A...10",2026-04-28 15:32:00,"Bs","RFP90",8744,95.4166666666667
"B...10",2026-04-28 15:32:00,"Bs+NI","RFP90",4012,95.4166666666667
"C...10",2026-04-28 15:32:00,"NI","RFP90",3695,95.4166666666667
"D...10",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",5005,95.4166666666667
"E...10",2026-04-28 15:32:00,"Bs+Pp","RFP90",4763,95.4166666666667
"F...10",2026-04-28 15:32:00,"Pp+NI","RFP90",4853,95.4166666666667
"G...10",2026-04-28 15:32:00,"Pp","RFP90",4595,95.4166666666667
"H...10",2026-04-28 15:32:00,"M9","RFP90",4605,95.4166666666667
"A...11",2026-04-28 15:32:00,"Bs","RFP90",8502,95.4166666666667
"B...11",2026-04-28 15:32:00,"Bs+NI","RFP90",3931,95.4166666666667
"C...11",2026-04-28 15:32:00,"NI","RFP90",4661,95.4166666666667
"D...11",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4936,95.4166666666667
"E...11",2026-04-28 15:32:00,"Bs+Pp","RFP90",4735,95.4166666666667
"F...11",2026-04-28 15:32:00,"Pp+NI","RFP90",5022,95.4166666666667
"G...11",2026-04-28 15:32:00,"Pp","RFP90",4611,95.4166666666667
"H...11",2026-04-28 15:32:00,"M9","RFP90",4634,95.4166666666667
"A...12",2026-04-28 15:32:00,"Bs","RFP90",8755,95.4166666666667
"B...12",2026-04-28 15:32:00,"Bs+NI","RFP90",4253,95.4166666666667
"C...12",2026-04-28 15:32:00,"NI","RFP90",4070,95.4166666666667
"D...12",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4944,95.4166666666667
"E...12",2026-04-28 15:32:00,"Bs+Pp","RFP90",4785,95.4166666666667
"F...12",2026-04-28 15:32:00,"Pp+NI","RFP90",5111,95.4166666666667
"G...12",2026-04-28 15:32:00,"Pp","RFP90",4588,95.4166666666667
"H...12",2026-04-28 15:32:00,"M9","RFP90",4680,95.4166666666667
"A...13",2026-04-28 15:32:00,"Bs","RFP90",10015,95.4166666666667
"B...13",2026-04-28 15:32:00,"Bs+NI","RFP90",4130,95.4166666666667
"C...13",2026-04-28 15:32:00,"NI","RFP90",4323,95.4166666666667
"D...13",2026-04-28 15:32:00,"Bs+Pp+NI","RFP90",4933,95.4166666666667
"E...13",2026-04-28 15:32:00,"Bs+Pp","RFP90",4756,95.4166666666667
"F...13",2026-04-28 15:32:00,"Pp+NI","RFP90",4962,95.4166666666667
"G...13",2026-04-28 15:32:00,"Pp","RFP90",4528,95.4166666666667
"H...13",2026-04-28 15:32:00,"M9","RFP90",4688,95.4166666666667
"A...2",2026-04-28 19:45:00,"Bs","OD600",0.3485,99.6333333333333
"B...2",2026-04-28 19:45:00,"Bs+NI","OD600",0.5512,99.6333333333333
"C...2",2026-04-28 19:45:00,"NI","OD600",0.4581,99.6333333333333
"D...2",2026-04-28 19:45:00,"Bs+Pp+NI","OD600",0.5547,99.6333333333333
"E...2",2026-04-28 19:45:00,"Bs+Pp","OD600",0.4544,99.6333333333333
"F...2",2026-04-28 19:45:00,"Pp+NI","OD600",0.5251,99.6333333333333
"G...2",2026-04-28 19:45:00,"Pp","OD600",0.4341,99.6333333333333
"H...2",2026-04-28 19:45:00,"M9","OD600",0.2546,99.6333333333333
"A...3",2026-04-28 19:45:00,"Bs","OD600",0.3694,99.6333333333333
"B...3",2026-04-28 19:45:00,"Bs+NI","OD600",0.5695,99.6333333333333
"C...3",2026-04-28 19:45:00,"NI","OD600",0.5343,99.6333333333333
"D...3",2026-04-28 19:45:00,"Bs+Pp+NI","OD600",0.5157,99.6333333333333
"E...3",2026-04-28 19:45:00,"Bs+Pp","OD600",0.4537,99.6333333333333
"F...3",2026-04-28 19:45:00,"Pp+NI","OD600",0.462,99.6333333333333
"G...3",2026-04-28 19:45:00,"Pp","OD600",0.425,99.6333333333333
"H...3",2026-04-28 19:45:00,"M9","OD600",0.2613,99.6333333333333
"A...4",2026-04-28 19:45:00,"Bs","OD600",0.3675,99.6333333333333
